,sentiment_score,tweet_volume,Close,Volume,Volatility
2021-04-22,0.1213388438133874,986,51762.2734375,74798630778,0.028273217603303993
2021-04-23,0.1165329048843187,1167,51093.65234375,86668667320,0.02884878629337971
2021-04-24,0.1537575718015665,766,50050.8671875,49014494781,0.028538918909718006
2021-05-25,0.1560214689265536,531,38402.22265625,56211915803,0.09488533147183359
2021-05-26,0.1435895397489539,956,39294.19921875,51346735160,0.0771599648862055
2021-05-27,0.1588997601918465,834,38436.96875,43210968721,0.06624022090123
2021-05-28,0.1234906488549618,1048,35697.60546875,55200191952,0.06362513787306806
2021-05-29,0.1148229898074745,883,34616.06640625,45231013335,0.06408840190553465
2021-06-20,0.2293308550185873,1883,35698.296875,36664034054,0.03158315249243153
2021-06-21,0.1931305747126437,8265,31676.693359375,52809038594,0.043734567852764465
2021-06-22,0.1669556209150327,9180,32505.66015625,58964353058,0.047395078658299054
2021-06-23,0.1857394860597917,5954,33723.02734375,46317108925,0.05227940614666098
2021-07-02,0.2178089114495206,3546,33897.046875,38728974942,0.039852898073744245
2021-07-03,0.2965710298742138,5088,34668.546875,24383958643,0.040058541890034376
2021-07-04,0.2562299653078924,4612,35287.78125,24924307911,0.028662250468507008
2021-07-05,0.2615758012516594,5273,33746.00390625,26721554282,0.03371687438997443
2021-07-16,0.1591336448598131,214,31421.5390625,23699476918,0.018874968433073822
2021-07-17,0.2457666992505702,3069,31533.068359375,18895018942,0.01959210493804824
2021-07-18,0.3336848174618505,5177,31796.810546875,18787986667,0.016653635126878095
2021-07-19,0.2589077735457064,5776,30817.83203125,20434789545,0.016468607835576524
2021-07-20,0.185872257151839,6362,29807.34765625,23148267245,0.01857607740417935
2021-07-21,0.2461592578275995,7761,32110.693359375,28203024559,0.0390905105101275
2021-07-22,0.2840590394566624,6184,32313.10546875,19555230518,0.03693175210562529
2021-07-23,0.270171254034117,8676,33581.55078125,22552046192,0.03858767084889722
2021-07-24,0.2714639791538933,6524,34292.4453125,21664706865,0.0386586709696143
2021-07-25,0.2561924978317433,2306,35350.1875,20856685287,0.03917036868657121
2021-07-26,0.1561912533814247,5545,37337.53515625,51022126212,0.035522266289977476
2021-07-27,0.2747637723458592,2741,39406.94140625,35097370560,0.02400954058031069
2021-07-28,0.2578690728264357,3117,39995.90625,38702404695,0.019397919157704818
2021-07-29,0.393464151925078,3844,40008.421875,27167146027,0.020803001582120652
2021-07-30,0.2551315400570391,7714,42235.546875,33072782960,0.02270430439669453
2021-08-04,0.2051876470588235,340,39747.50390625,25372562724,0.03586168439489845
2021-08-05,0.2259365079365079,2646,40869.5546875,35185031017,0.03746359764026559
2021-08-06,0.2556221195317313,3246,42816.5,38226483046,0.03568622535370326
2021-08-07,0.2561044848035582,2698,44555.80078125,40030862141,0.03736166167052679
2021-08-08,0.2542833803653646,6733,43798.1171875,36302664750,0.03303500327401424
2021-08-09,0.3116834997666822,10715,46365.40234375,38734079049,0.0332211221798543
2021-08-14,0.3066820447976878,2768,47096.9453125,31211354442,0.04100069514844289
2021-08-15,0.2923164786660127,6117,47047.00390625,30988958446,0.03976176045548519
2021-08-16,0.2964102793640994,6479,46004.484375,32776876610,0.035059777947080664
2021-08-17,0.3082048166786484,6955,44695.359375,33451362600,0.03621277925304079
2021-08-18,0.3209657557095202,7794,44801.1875,32194123075,0.03624676730175704
2021-08-19,0.2636199910554562,6708,46717.578125,37204312299,0.03799070368663174
2021-08-20,0.2737753195296524,7824,49339.17578125,34706867452,0.03246390828655752
2021-08-21,0.255863112522686,2204,48905.4921875,40585205312,0.031952545031392485
2021-08-23,0.2258777302943969,2106,49546.1484375,34305053719,0.0292000842225143
2021-08-24,0.288743680958622,5341,47706.1171875,35361168834,0.031266900787003754
2021-08-25,0.3831366052520118,9444,48960.7890625,32646349931,0.031628897575106465
2021-08-26,0.3180373358827278,7845,46942.21875,32666549568,0.034351527201922305
2021-09-10,0.2564947796320068,4674,44883.91015625,39154666597,0.04784690644403445
2021-10-18,0.2802150511871052,4591,62026.078125,38055562075,0.032098998093305166
2021-10-19,0.2538116736766923,12601,64261.9921875,40471196346,0.02865896209314361
2021-10-20,0.2368456430916144,6702,65992.8359375,40788955582,0.02874137347340174
2021-10-21,0.2541397299557892,8369,62210.171875,45908121370,0.04099330798122034
2021-10-22,0.3038083022981197,11009,60692.265625,38434082775,0.032128061094683545
2021-10-23,0.3173935996946176,7859,61393.6171875,26882546034,0.03213972478071322
2021-10-27,0.2578493653357951,4333,58482.38671875,43657076893,0.03187716764833434
2021-10-28,0.2557128680919726,7437,60622.13671875,45257083247,0.03167962993757533
2021-10-29,0.2711252852769273,7186,62227.96484375,36856881767,0.031857643007226814
2021-11-04,0.2791024980930587,5244,61452.23046875,32615846901,0.021348626387428838
2021-11-05,0.2792562271062271,7098,61125.67578125,30605102446,0.018496180444914672
2021-11-06,0.2893881954311946,9149,61527.48046875,29094934221,0.018723188118109066
2021-11-11,0.2635719512195121,4018,64949.9609375,35880633236,0.03127975533305925
2021-11-12,0.2727676243513479,7901,64155.94140625,36084893887,0.031886072396474355
2021-11-18,0.2061300926547603,7447,56942.13671875,41388338699,0.028921374547204042
2021-11-19,0.2345364259259259,10800,58119.578125,38702407772,0.032515104517624384
2021-11-24,0.244247454972592,1277,56280.42578125,36635566789,0.033576385109364046
2021-11-25,0.3440345560871877,7524,57274.6796875,34284016248,0.027310239881862174
2021-11-26,0.2520161324133112,11449,53569.765625,41810748221,0.03509025260558707
2021-12-11,0.2241188455008489,1178,49362.5078125,25775869261,0.03127741484801703
2021-12-17,0.2568423436730674,4062,46202.14453125,32902725329,0.042187988785405674
2021-12-29,0.1894118571428571,700,46444.7109375,30049226299,0.031732934989100285
2021-12-30,0.2241245908028059,5132,47178.125,26686491018,0.02536558942175187
2022-01-11,0.2235856540084388,2370,42735.85546875,26327648900,0.025427188169673057
2022-01-12,0.2592971289595444,8429,43949.1015625,33499938689,0.021515668480150494
2022-01-13,0.2250827106057089,8618,42591.5703125,47691135082,0.024629922649597392
2022-01-14,0.253433771043771,5940,43099.69921875,23577403399,0.019231065010005887
2022-01-19,0.201957044198895,724,41744.328125,23091543258,0.01509935752652945
2022-01-20,0.2147941136823185,4451,40680.41796875,20382033940,0.013767717193444409
2022-01-21,0.1574428433535576,7252,36457.31640625,43011992031,0.03733591068413633
2022-01-22,0.1743153138075313,14340,35030.25,39714385405,0.03598745969643558
2022-02-09,0.2141166535277887,5074,44338.796875,23245887300,0.04150689361592399
2022-02-14,0.2002015503875969,1032,42586.91796875,20827783012,0.013298929687219454
2022-02-15,0.2543940940366972,1744,44575.203125,22721659051,0.0234364931051391
2022-02-16,0.2254776439089692,747,43961.859375,19792547657,0.024061362401506622
2022-02-17,0.2191262007555315,3706,40538.01171875,26246662813,0.0378491320488715
2022-02-18,0.2319062224669603,3632,40030.9765625,23310007704,0.037166487334099836
2022-03-02,0.2384067313523347,1649,43924.1171875,29183112630,0.05798416479590388
2022-03-06,0.2609841379310345,1595,38419.984375,19745229902,0.07034526751719429
2022-03-07,0.2295103671255736,4794,38062.0390625,28546143503,0.0333277631876982
2022-03-08,0.1638742105263158,1140,38737.26953125,25776583476,0.03142612090922552
2022-03-09,0.2484806339144215,3155,41982.92578125,32284121034,0.05017176442201663
2022-03-10,0.2495503470615455,6483,39437.4609375,31078064711,0.05363444477455025
2022-03-14,0.2441968208092485,692,39666.75390625,24322159070,0.04828729850363817
2022-03-15,0.2577867834394904,6280,39338.78515625,23934000868,0.048315056533056906
2022-03-16,0.2486722266651434,8753,41143.9296875,39616916192,0.03900419429146221
2022-03-17,0.2240456447480785,4684,40951.37890625,22009601093,0.029652682535788767
2022-03-18,0.201475881792183,4196,41801.15625,34421564942,0.028336250312975122
2022-03-19,0.3174880434782609,3312,42190.65234375,19664853187,0.028126547638915846
2022-03-20,0.2921162998049596,3589,41247.82421875,20127946682,0.02706258324659689
2022-03-21,0.2784996488764045,5696,41077.99609375,24615543271,0.022505075038507568
2022-03-22,0.1107888888888888,18,42358.80859375,32004652376,0.023482313550536597
2022-03-23,0.2458306798705008,5251,42892.95703125,25242943069,0.01791746730896159
2022-03-24,0.2091794552384493,10757,43960.93359375,31042992291,0.01843134325092148
2022-04-13,0.2313029962546816,3738,41166.73046875,27691105228,0.031113798651895345
2022-04-14,0.2471672710951526,5570,39935.515625,24342001973,0.03158852297005351
2022-04-15,0.2610811091854419,8078,40553.46484375,21756855753,0.03212755248323219
2022-04-16,0.2795590302338847,8765,40424.484375,16833150693,0.031280754576727195
2022-04-17,0.1823784615384615,1755,39716.953125,19087633042,0.03144398472173545
2022-04-18,0.2390113317865429,10775,40826.21484375,33705182072,0.02225099149551379
2022-04-19,0.2703161313475686,11146,41502.75,25303206547,0.022354159366619167
2022-04-20,0.2393532608695652,2116,41374.37890625,27819532341,0.020448853076685137
2022-04-21,0.225230033444816,5980,40527.36328125,35372786395,0.018275072488176617
2022-04-22,0.2539181259222823,8132,39740.3203125,28011716745,0.0188167258228914
2022-04-27,0.2129081720430107,465,39241.12109375,30981015184,0.029788062021158815
2022-04-28,0.2310511586802828,5092,39773.828125,33903704907,0.03002858860713619
2022-04-29,0.2228074458874459,4620,38609.82421875,30882994649,0.03117372649996845
2022-04-30,0.2506921467355317,7551,37714.875,23895713731,0.032049609527281926
2022-05-01,0.2304080239009816,9372,38469.09375,27002760110,0.03354617213392852
2022-05-02,0.2304725242589392,7523,38529.328125,32922642426,0.031355032834034444
2022-05-10,0.1952127589967284,2751,31022.90625,59811038817,0.056113204177159245
2022-05-11,0.1227916557677216,3823,28936.35546875,70388855818,0.045633036555498496
2022-05-12,0.1307813846499102,8912,29047.751953125,66989173272,0.04561086324701805
2022-05-13,0.165468228980322,8385,29283.103515625,42841124537,0.047764751815492966
2022-05-22,0.2438380808841999,3981,30323.72265625,21631532270,0.04268435274153099
2022-05-23,0.2293416666666666,948,29098.91015625,31483454557,0.0417908788196205
2022-05-24,0.1789843302658486,3912,29655.5859375,26616506245,0.04181531610985986
2022-05-25,0.1615047017543859,2850,29562.361328125,27525063551,0.034799468376708505
2022-05-26,0.1341382751247327,4209,29267.224609375,36774325352,0.026714742722607404
2022-05-27,0.1794527286413248,2657,28627.57421875,36582005748,0.024216172734969843
2022-05-28,0.1505774129353233,1005,28814.900390625,35519577634,0.024121606817774366
2022-05-29,0.1957880931329207,3393,29445.95703125,18093886409,0.022348323444328043
2022-05-30,0.2175214834437086,3775,31726.390625,39277993274,0.032442866675911466
2022-05-31,0.2030235324675325,3850,31792.310546875,33538210634,0.03253386331768768
2022-06-01,0.1931442566844919,4675,29799.080078125,41135817341,0.04283050548399732
2022-06-02,0.1853752140818268,2102,30467.48828125,29083562061,0.04308069640404064
2022-06-03,0.2021797523427041,5976,29704.390625,26175547452,0.04344665806622626
2022-06-04,0.1887778466305189,1291,29832.9140625,16588370958,0.04345091074674634
2022-06-14,0.1426007687758722,3382,22206.79296875,50913575242,0.052949507093829895
2022-06-15,0.1219806988352745,11419,22572.83984375,54912007015,0.05795725376187708
2022-06-17,0.145609024252679,3546,20471.482421875,27132421514,0.06279785483230885
2022-06-18,0.1130964365971107,6230,19017.642578125,42009436760,0.06249740278801161
2022-06-19,0.1140731871241598,2827,20553.271484375,35329942625,0.08043074897985389
2022-06-23,0.1685548704200178,5595,21085.876953125,26188097173,0.051007512041630156
2022-06-24,0.1476461891643709,1089,21231.65625,24957784918,0.05100347620624929
2022-06-25,0.1775415698838606,4994,21502.337890625,18372538715,0.03799964043703858
2022-06-26,0.1915588009592326,6255,21027.294921875,18027170497,0.02853253723983075
2022-06-28,0.1539578456758156,1931,20280.634765625,21381535161,0.030463191136520018
2022-06-29,0.1626120897652095,7709,20104.0234375,23552740328,0.027268423535235075
2022-07-02,0.1571087919038583,1581,19242.255859375,18100418740,0.008596142048749344
2022-07-03,0.1736030367988567,2799,19297.076171875,16390821947,0.010472679876369111
2022-07-11,0.152688290229885,1392,19970.556640625,24150249025,0.03199771765502937
2022-07-12,0.1714253243243243,3700,19323.9140625,25810220018,0.034083330514765135
2022-07-13,0.1362016090225564,6650,20212.07421875,33042430345,0.038683839120219485
2022-07-14,0.1782021551132464,7285,20569.919921875,31158743333,0.032099371323962955
2022-07-15,0.1818566054906719,6593,20836.328125,25905575359,0.0327549652826333
2022-07-16,0.1716668014230271,6184,21190.31640625,24302954056,0.033826883669488175
2022-07-17,0.1634214438884917,2798,20779.34375,22927802083,0.031954670658432965
2022-08-30,0.156902174688057,2805,19796.80859375,34483360283,0.030104522365492943
2022-08-31,0.1529260807685465,5621,20049.763671875,33225232872,0.0314851048306932
2022-09-01,0.1553304091539528,5768,20127.140625,30182031010,0.03099447369151634
2022-09-02,0.1458789095371669,5704,19969.771484375,29123998928,0.020799538120007788
2022-09-03,0.1442734559333796,2882,19832.087890625,23613051457,0.020573361034246923
2022-09-04,0.138647456340167,1317,19986.712890625,25245861652,0.018740848308492177
2022-09-11,0.1723474022761009,2021,21769.255859375,34493951963,0.04714105261245691
2022-09-12,0.1842921514151762,5759,22370.44921875,50212088965,0.046318671862031695
2022-09-13,0.1465571878627093,6031,20296.70703125,51091116622,0.05827376790414902
2022-09-14,0.1635639436214583,6953,20241.08984375,37872380889,0.05824437850587382
2022-10-09,0.1854352674066599,1982,19446.42578125,16837262532,0.021681209166177887
2022-10-10,0.1630480270793037,5170,19141.484375,27425022774,0.018845624776938227
2022-10-11,0.170806813063063,5328,19051.41796875,28711532910,0.00721448402560893
2022-10-12,0.1541310530085959,5584,19157.4453125,24950173846,0.009154773864453172
2022-10-13,0.1474335791414274,3797,19382.904296875,44219840004,0.011447253055052963
2022-10-14,0.1651450478011472,2615,19185.65625,38452356727,0.00948441401492875
2022-10-15,0.1588343924860112,5004,19067.634765625,16192235532,0.009449854736221513
2022-11-07,0.1696342359767892,3102,20602.81640625,53510852236,0.022226557932466477
2022-11-08,0.07718953125,2560,18541.271484375,118992465607,0.04425308855283532
2022-11-09,0.0968633547632963,5133,15880.7802734375,102905151606,0.06630126036482215
2022-11-10,0.153715,2720,17586.771484375,83202283721,0.08460247380272032
2022-11-11,0.0987604281009879,3644,17034.29296875,55871616488,0.07994691612295372
2022-11-13,0.1159701503759398,1330,16353.365234375,27209183682,0.07867267183983084
2022-11-14,0.1369012913026965,2633,16618.19921875,49630243054,0.08066039885333122
2022-11-15,0.1153784700315457,6340,16884.61328125,36599436183,0.07496011073013781
2022-11-16,0.1148001245847176,7224,16669.439453125,33925512989,0.04772993331357501
2022-11-20,0.1077099742046431,1163,16291.83203125,21313378652,0.014794717263499268
2022-11-21,0.1102275782398655,4761,15787.2841796875,37429485518,0.016585490615560423
2022-12-24,0.1988147580645161,1240,16847.755859375,9744636213,0.01420413573672455
2022-12-25,0.1702111044597425,3341,16841.986328125,11656379938,0.01416150377187261
2022-12-26,0.1225666666666666,126,16919.8046875,11886957804,0.011153736547626587
2022-12-27,0.1570300351582119,3982,16717.173828125,15748580239,0.0056031801928143575
